CUK,Carnival Plc ADS ADS,,,
CULP,Culp Inc. Common Stock,,,
CURO,CURO Group Holdings Corp. Common Stock,,,
CUZ,Cousins Properties Incorporated Common Stock,,,
CVA,Covanta Holding Corporation Common Stock,,,
CVE,Cenovus Energy Inc Common Stock,,,
CVEO,Civeo Corporation (Canada) Common Shares,,,
CVI,CVR Energy Inc. Common Stock,,,
CVNA,Carvana Co. Class A Common Stock,,,
CVS,CVS Health Corporation Common Stock,,,
CVX,Chevron Corporation Common Stock,,,
CW,Curtiss-Wright Corporation Common Stock,,,
CWEN,Clearway Energy Inc. Class C Common Stock,,,
CWH,Camping World Holdings Inc. Class A Commom Stock,,,
CWK,Cushman & Wakefield plc Ordinary Shares,,,
CWT,California Water Service Group Common Stock,,,
CX,Cemex S.A.B. de C.V. Sponsored ADR,,,
CXE,MFS High Income Municipal Trust Common Stock,,,
CXH,MFS Investment Grade Municipal Trust Common Stock,,,
CXP,Columbia Property Trust Inc. Common Stock,,,
CXW,CoreCivic Inc. Common Stock,,,
CYD,China Yuchai International Limited Common Stock,,,
CYH,Community Health Systems Inc. Common Stock,,,
D,Dominion Energy Inc. Common Stock,,,
DAC,Danaos Corporation Common Stock,,,
DAL,Delta Air Lines Inc. Common Stock,,,
DAN,Dana Incorporated Common Stock ,,,
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,,,
DAR,Darling Ingredients Inc. Common Stock,,,
DASH,DoorDash Inc. Class A Common Stock,,,
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),,,
DB,Deutsche Bank AG Common Stock,,,
DBD,Diebold Nixdorf Incorporated Common Stock,,,
DBI,Designer Brands Inc. Class A Common Stock,,,
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,,,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,,
DCI,Donaldson Company Inc. Common Stock,,,
DCO,Ducommun Incorporated Common Stock,,,
DCP,DCP Midstream  LP Common Units ,,,
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units,,,
DD,DuPont de Nemours Inc. Common Stock,,,
DDD,3D Systems Corporation Common Stock,,,
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,,,
DDS,Dillard's Inc. Common Stock,,,
DDT,Dillard's Capital Trust I,,,
DE,Deere & Company Common Stock,,,
DEA,Easterly Government Properties Inc. Common Stock,,,
DECK,Deckers Outdoor Corporation Common Stock,,,
DEH,D8 Holdings Corp. Class A Ordinary Shares,,,
DEI,Douglas Emmett Inc. Common Stock,,,
DELL,Dell Technologies Inc. Class C Common Stock ,,,
DEN,Denbury Inc. Common Stock,,,
DEO,Diageo plc Common Stock,,,
DESP,Despegar.com Corp. Ordinary Shares,,,
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,,,
DFIN,Donnelley Financial Solutions Inc. Common Stock ,,,
DFNS,LGL Systems Acquisition Corp. Common Stock,,,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,,,
DFS,Discover Financial Services Common Stock,,,
DG,Dollar General Corporation Common Stock,,,
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,,,
DGX,Quest Diagnostics Incorporated Common Stock,,,
DHF,BNY Mellon High Yield Strategies Fund Common Stock,,,
DHI,D.R. Horton Inc. Common Stock,,,
DHR,Danaher Corporation Common Stock,,,
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,,,
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,,,
DHT,DHT Holdings Inc.,,,
DHX,DHI Group Inc. Common Stock,,,
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,,,
DIN,Dine Brands Global Inc. Common Stock,,,
DIS,Walt Disney Company (The) Common Stock,,,
DK,Delek US Holdings Inc. Common Stock,,,
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,,,
DKS,Dick's Sporting Goods Inc Common Stock,,,
DLB,Dolby Laboratories Common Stock,,,
DLNG,Dynagas LNG Partners LP Common Units,,,
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,,,
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,,,
DLR,Digital Realty Trust Inc. Common Stock,,,
DLR^C,Digital Realty Trust Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock,,,
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,,,
DLX,Deluxe Corporation Common Stock,,,
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,,,
DM,Desktop Metal Inc. Class A Common Stock,,,
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,,,
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,,,
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,,,
DMYD,dMY Technology Group Inc. II Class A Common Stock,,,
DMYI,dMY Technology Group Inc. III Class A Common Stock,,,
DNB,Dun & Bradstreet Holdings Inc. Common Stock,,,
DNMR,Danimer Scientific Inc. Common Stock,,,
DNOW,NOW Inc. Common Stock,,,
DNP,DNP Select Income Fund Inc. Common Stock,,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,,,
DOOR,Masonite International Corporation Ordinary Shares (Canada),,,
DOV,Dover Corporation Common Stock,,,
DOW,Dow Inc. Common Stock ,,,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,,,
DPZ,Domino's Pizza Inc Common Stock,,,
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,,,
DRD,DRDGOLD Limited American Depositary Shares,,,
DRE,Duke Realty Corporation Common Stock,,,
DRH,Diamondrock Hospitality Company Common Stock,,,
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,,,
DRI,Darden Restaurants Inc. Common Stock,,,
DRQ,Dril-Quip Inc. Common Stock,,,
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,,,
DS,Drive Shack Inc.,,,
DS^B,Drive Shack Inc. Preferred Series B,,,
DS^C,Drive Shack Inc. Preferred Series C,,,
DS^D,Drive Shack Inc. Pfd Ser D,,,
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,,,
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,,,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,,,
DSSI,Diamond S Shipping Inc. Common Stock ,,,
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,,,
DSX,Diana Shipping inc. common stock,,,
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),,,
DT,Dynatrace Inc. Common Stock,,,
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,,,
DTE,DTE Energy Company Common Stock,,,
DTF,DTF Tax-Free Income Inc. Common Stock,,,
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,,,
DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,
DTP,DTE Energy Company 6.25% Corporate Units,,,
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,,,
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,,,
DUK,Duke Energy Corporation (Holding Company) Common Stock,,,
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,,,
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,,,
DVA,DaVita Inc. Common Stock,,,
DVD,Dover Motorsports Inc. Common Stock,,,
DVN,Devon Energy Corporation Common Stock,,,
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,,,
DX,Dynex Capital Inc. Common Stock,,,
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,
DXC,DXC Technology Company Common Stock ,,,
DY,Dycom Industries Inc. Common Stock,,,
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,,
E,ENI S.p.A. Common Stock,,,
EAF,GrafTech International Ltd. Common Stock,,,
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,,,
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,,,
EAT,Brinker International Inc. Common Stock,,,
EB,Eventbrite Inc. Class A Common Stock,,,
EBF,Ennis Inc. Common Stock,,,
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),,,
EBS,Emergent Biosolutions Inc. Common Stock,,,
EC,Ecopetrol S.A. American Depositary Shares,,,
ECC           ,Eagle Point Credit Company Inc. Common Stock,,,
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,,,
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,,,
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,,,
ECL,Ecolab Inc. Common Stock,,,
ECOM          ,ChannelAdvisor Corporation Common Stock,,,
ED,Consolidated Edison Inc. Common Stock,,,
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,,,
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,,,
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,,,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,,,
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),,,
EEA,The European Equity Fund Inc. Common Stock,,,
EEX,Emerald Holding Inc. Common Stock,,,
EFC,Ellington Financial Inc. Common Stock ,,,
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,
EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,,,
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,,,
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,,,
EFX,Equifax Inc. Common Stock,,,
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,,,
EGHT,8x8 Inc Common Stock,,,
EGO,Eldorado Gold Corporation Ordinary Shares,,,
EGP,EastGroup Properties Inc. Common Stock,,,
EGY,VAALCO Energy Inc.  Common Stock,,,
EHC,Encompass Health Corporation Common Stock,,,
EHI,Western Asset Global High Income Fund Inc Common Stock,,,
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest,,,
EIC,Eagle Point Income Company Inc. Common Stock,,,
EIG,Employers Holdings Inc Common Stock,,,
EIX,Edison International Common Stock,,,
EL,Estee Lauder Companies Inc. (The) Common Stock,,,
ELAN,Elanco Animal Health Incorporated Common Stock,,,
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,,,
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,,,
ELF,e.l.f. Beauty Inc. Common Stock,,,
ELP,Companhia Paranaense de Energia (COPEL) Common Stock,,,
ELS,Equity Lifestyle Properties Inc. Common Stock,,,
ELVT,Elevate Credit Inc. Common Stock,,,
ELY,Callaway Golf Company Common Stock,,,
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,,,
EME,EMCOR Group Inc. Common Stock,,,
EMF,Templeton Emerging Markets Fund Common Stock,,,
EMN,Eastman Chemical Company Common Stock,,,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,,,
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,,,
EMPW,Empower Ltd. Class A Ordinary Shares,,,
EMR,Emerson Electric Company Common Stock,,,
ENB,Enbridge Inc Common Stock,,,
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,,,
ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,,,
ENIA,Enel Americas S.A. American Depositary Shares,,,
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),,,
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,,,
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,,,
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,,,
ENPC,Executive Network Partnering Corporation Class A Common Stock,,,
ENR,Energizer Holdings Inc. Common Stock,,,
ENR^A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,,,
ENS,EnerSys Common Stock,,,
ENV,Envestnet Inc Common Stock,,,
ENVA,Enova International Inc. Common Stock,,,
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),,,
EOD,Wells Fargo Global Dividend Opportunity Fund,,,
EOG,EOG Resources Inc. Common Stock,,,
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,,,
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,,
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,,,
EP^C,El Paso Corporation Preferred Stock,,,
EPAC,Enerpac Tool Group Corp. Common Stock,,,
EPAM,EPAM Systems Inc. Common Stock,,,
EPC,Edgewell Personal Care Company Common Stock,,,
EPD,Enterprise Products Partners L.P. Common Stock,,,
EPR,EPR Properties Common Stock,,,
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,,,
EPRT,Essential Properties Realty Trust Inc. Common Stock,,,
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,,,
EQC,Equity Commonwealth Common Shares of Beneficial Interest,,,
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,,
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,,,
EQH,Equitable Holdings Inc. Common Stock,,,
EQH^A,Equitable Holdings Inc. Depositary Shares,,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,,
EQNR,Equinor ASA,,,
EQR,Equity Residential Common Shares of Beneficial Interest,,,
EQS,Equus Total Return Inc. Common Stock,,,
EQT,EQT Corporation Common Stock,,,
ERF,Enerplus Corporation Common Stock,,,
ERJ,Embraer S.A. Common Stock,,,
ES,Eversource Energy (D/B/A) Common Stock,,,
ESE,ESCO Technologies Inc. Common Stock,,,
ESGC,Eros STX Global Corporation A Ordinary Shares,,,
ESI,Element Solutions Inc. Common Stock,,,
ESNT,Essent Group Ltd. Common Shares,,,
ESRT,Empire State Realty Trust Inc. Class A Common Stock,,,
ESS,Essex Property Trust Inc. Common Stock,,,
ESTC,Elastic N.V. Ordinary Shares,,,
ESTE,Earthstone Energy Inc. Class A Common Stock,,,
ET,Energy Transfer LP Common Units ,,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,,,
ETH,Ethan Allen Interiors Inc. Common Stock,,,
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,,,
ETM,Entercom Communications Corp. Common Stock,,,
ETN,Eaton Corporation PLC Ordinary Shares,,,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,,,
ETP^C,Energy Transfer Operating L.P. Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
ETP^D,Energy Transfer Operating L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
ETP^E,Energy Transfer Operating L.P. Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,
ETR,Entergy Corporation Common Stock,,,
ETRN,Equitrans Midstream Corporation Common Stock ,,,
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,,,
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,,,
ETWO,E2open Parent Holdings Inc.Class A Common Stock,,,
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,,,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,,,
EURN,Euronav NV Ordinary Shares,,,
EVA,Enviva Partners LP Common units representing limited partner interests,,,
EVC,Entravision Communications Corporation Common Stock,,,
EVF,Eaton Vance Senior Income Trust Common Stock,,,
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,,,
EVH,Evolent Health Inc Class A Common Stock,,,
EVN,Eaton Vance Municipal Income Trust Common Stock,,,
EVR,Evercore Inc. Class A Common Stock,,,
EVRG,Evergy Inc. Common Stock,,,
EVRI,Everi Holdings Inc. Common Stock,,,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,,,
EVTC,Evertec Inc. Common Stock,,,
EW,Edwards Lifesciences Corporation Common Stock,,,
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,,,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,,,
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),,,
EXP,Eagle Materials Inc Common Stock,,,
EXPR,Express Inc. Common Stock,,,
EXR,Extra Space Storage Inc Common Stock,,,
EXTN,Exterran Corporation Common Stock,,,
F,Ford Motor Company Common Stock,,,
F^B,Ford Motor Company 6.20% Notes due June 1 2059,,,
F^C,Ford Motor Company 6% Notes due December 1 2059,,,
FAF,First American Corporation (New) Common Stock,,,
FAII,Fortress Value Acquisition Corp. II Class A Common Stock,,,
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,,,
FBC,Flagstar Bancorp Inc. Common Stock,,,
FBHS,Fortune Brands Home & Security Inc. Common Stock,,,
FBK,FB Financial Corporation Common Stock,,,
FBP,First BanCorp. New Common Stock,,,
FC,Franklin Covey Company Common Stock,,,
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,,,
FCF,First Commonwealth Financial Corporation Common Stock,,,
FCN,FTI Consulting Inc. Common Stock,,,
FCPT,Four Corners Property Trust Inc. Common Stock,,,
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023,,,
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,,,
FCX,Freeport-McMoRan Inc. Common Stock,,,
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,,,
FDP,Fresh Del Monte Produce Inc. Common Stock,,,
FDX,FedEx Corporation Common Stock,,,
FE,FirstEnergy Corp. Common Stock,,,
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share,,,
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,,,
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.,,,
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,,,
FERG,Ferguson plc Ordinary Shares,,,
FET,Forum Energy Technologies Inc. Common Stock,,,
FF,FutureFuel Corp.  Common shares,,,
FFA,First Trust Enhanced Equity Income Fund,,,
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,,,
FFG,FBL Financial Group Inc. Common Stock,,,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,,,
FGNA,FG New America Acquisition Corp. Class A Common Stock,,,
FHI,Federated Hermes Inc. Common Stock,,,
FHN,First Horizon Corporation Common Stock,,,
FHN^A,First Horizon Corporation Depositary Shares,,,
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,,,
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,,,
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,,,
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,,,
FHS,First High-School Education Group Co. Ltd. American Depositary Shares,,,
FI,Frank's International N.V. Common Stock,,,
FICO,Fair Isaac Corproation Common Stock,,,
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,,,
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,,
FINV,FinVolution Group American Depositary Shares,,,
FIS,Fidelity National Information Services Inc. Common Stock,,,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest,,,
FIX,Comfort Systems USA Inc. Common Stock,,,
FL,Foot Locker Inc.,,,
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,,,
FLNG,FLEX LNG Ltd. Ordinary Shares,,,
FLO,Flowers Foods Inc. Common Stock,,,
FLOW,SPX FLOW Inc. Common Stock,,,
FLR,Fluor Corporation Common Stock,,,
FLS,Flowserve Corporation Common Stock,,,
FLT,FleetCor Technologies Inc. Common Stock,,,
FLY,Fly Leasing Limited,,,
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,,,
FMC,FMC Corporation Common Stock,,,
FMN,Federated Hermes Premier Municipal Income Fund,,,
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest,,,
FMS,Fresenius Medical Care AG Common Stock,,,
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,,,
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,,,
FN,Fabrinet Ordinary Shares,,,
FNB,F.N.B. Corporation Common Stock,,,
FNB^E,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,,,
FND,Floor & Decor Holdings Inc. Common Stock,,,
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,,,
FNV,Franco-Nevada Corporation,,,
FOE,Ferro Corporation Common Stock,,,
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,,,
FOR,Forestar Group Inc Common Stock ,,,
FOUR,Shift4 Payments Inc. Class A Common Stock,,,
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,,,
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,,,
FPH,Five Point Holdings LLC Class A Common Shares,,,
FPI,Farmland Partners Inc. Common Stock,,,
FPI^B,Farmland Partners Inc. Series B Participating Preferred Stock,,,
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,,,
FR,First Industrial Realty Trust Inc. Common Stock,,,
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,,,
FRC,FIRST REPUBLIC BANK Common Stock,,,
FRC^G,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series G Preferred Stock,,,
FRC^H,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H Preferred Stock par value $0.01 per share,,,
FRC^I,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series I Preferred Stock par value $0.01 per share,,,
FRC^J,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.70% Noncumulative Perpetual Series J Preferred Stock,,,
FRC^K,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.125% Noncumulative Perpetual Series K Preferred Stock,,,
FRC^L,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.250% Noncumulative Perpetual Series L Preferred Stock,,,
FRO,Frontline Ltd. Ordinary Shares,,,
FRT,Federal Realty Investment Trust Common Stock,,,
FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,,,
FRX,Forest Road Acquisition Corp. Class A Common Stock,,,
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,,,
FSK,FS KKR Capital Corp. Common Stock,,,
FSKR,FS KKR Capital Corp. II Common Stock,,,
FSLF,First Eagle Senior Loan Fund ,,,
FSLY,Fastly Inc. Class A Common Stock,,,
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),,,
FSR,Fisker Inc. Class A Common Stock,,,
FSS,Federal Signal Corporation Common Stock,,,
FST,FAST Acquisition Corp. Class A Common Stock,,,
FT,Franklin Universal Trust Common Stock,,,
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,,,
FTAI^A,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,,,
FTAI^B,Fortress Transportation and Infrastructure Investors LLC 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,,,
FTCH,Farfetch Limited Class A Ordinary Shares,,,
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,,,
FTI,TechnipFMC plc Ordinary Share,,,
FTK,Flotek Industries Inc. Common Stock,,,
FTS,Fortis Inc. Common Shares,,,
FTV,Fortive Corporation Common Stock ,,,
FTV^A,Fortive Corporation 5.00% Mandatory Convertible Preferred Stock Series A,,,
FUBO,fuboTV Inc. Common Stock,,,
FUL,H. B. Fuller Company Common Stock,,,
FUN,Cedar Fair L.P. Common Stock,,,
FUSE,Fusion Acquisition Corp. Class A Common Stock,,,
FVRR,Fiverr International Ltd. Ordinary Shares no par value,,,
FVT,Fortress Value Acquisition Corp. III Class A Common Stock,,,
G,Genpact Limited Common Stock,,,
GAB,Gabelli Equity Trust Inc. (The) Common Stock,,,
GAB^G,Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,,,
GAB^H,Gabelli Equity Trust Inc. (The) Pfd Ser H,,,
GAB^J,Gabelli Equity Trust Inc. (The) 5.45% Series J Cumulative Preferred Stock,,,
GAB^K,Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,,,
GAM,General American Investors Inc. Common Stock,,,
GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,,,
GATO,Gatos Silver Inc. Common Stock,,,
GATX,GATX Corporation Common Stock,,,
GB,Global Blue Group Holding AG Ordinary Shares,,,
